titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
"Soler 6000 6° Entre Dorrego Av. Y Arevalo, Palermo,",Soler 6000 6° Entre Dorrego Av. Y Arevalo Palermo - Capital Federal,$,45.000,,,2,3,,,Frente,,,,,,
"Barrio Santa Catalina 528, Santa Catalina, Tigre",Barrio Santa Catalina 528 Santa Catalina - Tigre - Bs.as. G.b.a. Norte,U$S,475.000, 239 m² ,196 m²,4,,,,,,,,,5 años,
"Billinghurst Al 2100, Recoleta,",Billinghurst Al 2100 Recoleta - Capital Federal,U$S,140.000, 32 m² ,27 m²,,1,3100,,Contrafrente,,,,,4 años,Si
"Rua 41301, S/n, Praia Do Rosa 00, Praia Do Rosa, Santa Catarina","Rua 41301, S/n, Praia Do Rosa 00 Praia Do Rosa - Santa Catarina - Brasil",$,2.000, 1000 m² ,65 m²,3,3,,2,,,,2,,,
"Santa Fe Al 800, Retiro,",Santa Fe Al 800 Retiro - Capital Federal,$,10.500, 43 m² ,43 m²,1,2,4000,,,,,,Departamento,0 años,
"Calle 73 550, San Clemente",Calle 73 550 San Clemente - Bs.as. Costa Atlántica,$,1.500, 100 m² ,72 m²,3,5,,,Interno,,,2,Dúplex,,
"Conesa 1800, Belgrano,",Conesa 1800 Belgrano - Capital Federal,U$S,548.000, 145 m² ,145 m²,4,5,18000,,Frente,,,,Piso,20 años,
"Residencial 1, Costa Esmeralda",Residencial 1 Costa Esmeralda - Bs.as. Costa Atlántica,$,10.000, 1000 m² ,180 m²,4,5,,2,,,,2,,,
"Alberdi Depto 2 Dormitorios Con Balcon Frente Isla De Los Patos 1880, Alberdi,",Alberdi Depto 2 Dormitorios Con Balcon Frente Isla De Los Patos 1880 Alberdi - Córdoba,$,9.500, 79 m² ,60 m²,2,3,2400,22,Frente,15,8,,Departamento,0 años,
"Cramer 1900, Belgrano,",Cramer 1900 Belgrano - Capital Federal,U$S,590.000, 201 m² ,150 m²,3,4,10400,,Frente,,,,Dúplex,41 años,
"Los Malvones 32, Costa Del Este",Los Malvones 32 Costa Del Este - Bs.as. Costa Atlántica,U$S,99, 513 m² ,168 m²,3,4,,2,,,,,,,
"Boulevard De Todos Los Santos Al 5100, San Francisco, Tigre",Boulevard De Todos Los Santos Al 5100 San Francisco - Tigre - Bs.as. G.b.a. Norte,U$S,420.000, 999 m² ,205 m²,4,,,1,,,,2,,1 años,
"Torre Renoir Marta Lynch 489 Puerto Madero ""residencias En Altura"", Puerto Madero,","Torre Renoir Marta Lynch 489 Puerto Madero ""residencias En Altura"" Puerto Madero - Capital Federal",U$S,1.200.000, 177 m² ,177 m²,3,4,37000,1,,,,1,,2 años,Si
"Constitucion 300, Centro, Pinamar",Constitucion 300 Centro - Pinamar - Bs.as. Costa Atlántica,$,1.500, 35 m² ,35 m²,1,2,,,Frente,8,,1,Departamento,,
"Aristóbulo Del Valle Al 3500, San Agustín, Tigre",Aristóbulo Del Valle Al 3500 San Agustín - Tigre - Bs.as. G.b.a. Norte,U$S,420.000, 995 m² ,195 m²,3,,,,,,,,,9 años,Si
"Bulnes 2500 7° Entre Las Heras Av. Y Cabello, Palermo Chico,",Bulnes 2500 7° Entre Las Heras Av. Y Cabello Palermo Chico - Capital Federal,U$S,1.000, 39 m² ,36 m²,,1,,,Frente,,,,,,Si
"Jose Murias Al 600, Haedo, Morón",Jose Murias Al 600 Haedo - Morón - Bs.as. G.b.a. Oeste,$,18.000, 230 m² ,100 m²,3,5,,,,,,,,0 años,
"Sesenta Y Cinco 2837, Necochea", ,$,1.600, 60 m² ,60 m²,1,2,,1,,,,1,,,Si
"Pedro Quiroga 0, San Vicente",Pedro Quiroga 0 San Vicente - Buenos Aires Interior,$,70.000, 250 m² ,,,,,,Otro,,,,,,
"Av San Martin 440, Centro, Bariloche",Av San Martin 440 Centro - Bariloche - Río Negro,$,1.600, 45 m² ,45 m²,1,2,,,,,,1,,,
"Joaquin.v.gonzalez 1758, Mina Clavero, San Alberto",Joaquin.v.gonzalez 1758 Mina Clavero - San Alberto - Córdoba,$,1.800, 1300 m² ,120 m²,2,4,,1,,,,2,,,
"Gurruchaga Al 2100, Palermo,",Gurruchaga Al 2100 Palermo - Capital Federal,U$S,380.000, 74 m² ,63 m²,2,3,8100,,,,,1,Departamento,2 años,Si
"Boulevard De Todos Los Santos Al 100, Santa Clara, Tigre",Boulevard De Todos Los Santos Al 100 Santa Clara - Tigre - Bs.as. G.b.a. Norte,U$S,395.000, 763 m² ,213 m²,3,,,2,,,,4,,1 años,
"Pedro Goyena Al 1400, Caballito,",Pedro Goyena Al 1400 Caballito - Capital Federal,U$S,289.000, 99 m² ,91 m²,2,4,3900,7,Contrafrente,,,,,45 años,Si
"San Juan 2700, San Bernardo",San Juan 2700 San Bernardo - Bs.as. Costa Atlántica,$,100, 70 m² ,60 m²,1,,,,,,,1,,,
"Thorne Al 300, Caballito,",Thorne Al 300 Caballito - Capital Federal,$,19.000, 68 m² ,61 m²,2,3,4700,1,Contrafrente,,,,,15 años,
"Bernardo De Irigoyen 0, San Matías, Escobar",Bernardo De Irigoyen 0 San Matías - Escobar - Bs.as. G.b.a. Norte,U$S,266.000, 887 m² ,220 m²,3,5,6500,1,,,,,,0 años,
"Senillosa 1229, Parque Chacabuco,",Senillosa 1229 Parque Chacabuco - Capital Federal,$,93.000, 466 m² ,445 m²,,,,,Frente,,,,,25 años,
"Laprida 1700 5° Entre French Y Juncal, Recoleta,",Laprida 1700 5° Entre French Y Juncal Recoleta - Capital Federal,$,26.000,,45 m²,1,1,,,Frente,,,,,,Si
"Estados Unidos Al 2400, San Cristóbal,",Estados Unidos Al 2400 San Cristóbal - Capital Federal,U$S,370.000, 367 m² ,216 m²,2,4,,,Frente,,,,,80 años,
"Prensa Argentina 1200, Banfield, Lomas De Zamora",Prensa Argentina 1200 Banfield - Lomas De Zamora - Bs.as. G.b.a. Sur,$,7.380, 70 m² ,70 m²,2,3,,,,,,1,,,
"Saraza Al 1700, Parque Chacabuco,",Saraza Al 1700 Parque Chacabuco - Capital Federal,U$S,1.730.000, 1529 m² ,1276 m²,7,8,,,,,,1,,0 años,
"1 Entre 88 Y 89 8850, Mar Del Tuyú",1 Entre 88 Y 89 8850 Mar Del Tuyú - Bs.as. Costa Atlántica,$,51, 70 m² ,60 m²,2,3,,,Frente,,,1,Dúplex,,
"Medrano Al 300, Almagro,",Medrano Al 300 Almagro - Capital Federal,U$S,315.000, 180 m² ,180 m²,3,6,2000,5,Frente,,,,,100 años,
"Araoz 2463, Palermo,",Araoz 2463 Palermo - Capital Federal,U$S,380.000, 140 m² ,140 m²,3,4,,,,,,,Departamento,,
"Senillosa 1229, Parque Chacabuco,",Senillosa 1229 Parque Chacabuco - Capital Federal,$,93.000, 466 m² ,445 m²,,,,,,,,,,25 años,
"Nazarre Al 3400, Villa Del Parque,",Nazarre Al 3400 Villa Del Parque - Capital Federal,U$S,550.000, 319 m² ,335 m²,3,8,,2,,,,1,,80 años,
"Coronel Ramón Falcón 1502, Caballito,",Coronel Ramón Falcón 1502 Caballito - Capital Federal,U$S,220.000, 80.22 m² ,74.35 m²,3,4,4500,9,Contrafrente,,6,,Departamento,37 años,
"Cochabamba 1750, Congreso,",Cochabamba 1750 Congreso - Capital Federal,$,1.400, 64 m² ,64 m²,2,3,,,Frente,8,,,Departamento,,
"Jujuy Y España Sn, Centro, Rosario",Jujuy Y España Sn Centro - Rosario - Santa Fe,U$S,35, 141 m² ,123 m²,4,5,,,,,,1,,,
"23 600, Miramar",23 600 Miramar - Bs.as. Costa Atlántica,$,1.000, 36 m² ,36 m²,1,1,,,Frente,,,,Departamento,,
"Castagnari 61, Sol Y Río, Villa Carlos Paz",Castagnari 61 Sol Y Río - Villa Carlos Paz - Córdoba,$,2.800, 2000 m² ,70 m²,2,2,,1,,,,1,,,Si
"Monteagudo 800, Ingeniero Maschwitz, Escobar",Monteagudo 800 Ingeniero Maschwitz - Escobar - Bs.as. G.b.a. Norte,$,14.500, 2000 ha ,300 m²,3,7,,,,,,,,20 años,Si
"Alsina Al 1600, Monserrat,",Alsina Al 1600 Monserrat - Capital Federal,U$S,199.000, 80 m² ,72 m²,3,4,5000,12,Frente,,,1,,35 años,
"Catamarca 1061, Mar De Ajo",Catamarca 1061 Mar De Ajo - Bs.as. Costa Atlántica,$,100, 600 m² ,80 m²,3,4,,,,,,1,,,
"Bulnes 620, San Cristóbal,",Bulnes 620 San Cristóbal - Capital Federal,$,9.500, 38 m² ,38 m²,1,2,,,,,,,,,
"Paraguay Al 4400, Palermo Soho,",Paraguay Al 4400 Palermo Soho - Capital Federal,U$S,280.000, 53 m² ,51 m²,1,2,,,,,,1,Departamento,0 años,Si
"Av Cafayate Al 5000, Villa Lugano,",Av Cafayate Al 5000 Villa Lugano - Capital Federal,U$S,92.900, 86 m² ,80 m²,3,4,1600,22,Contrafrente,,,1,Departamento,30 años,
"Leñatero 700, Cariló",Leñatero 700 Cariló - Bs.as. Costa Atlántica,$,8.000, 850 m² ,150 m²,4,,,,,,,,,,
"Camino De La Costa 4, Gualeguaychú",Camino De La Costa 4 Gualeguaychú - Entre Ríos,$,8.000, 2000 ha ,250 m²,4,,,,,,,,,,Si
"Estados Unidos Al 1600, San Cristóbal,",Estados Unidos Al 1600 San Cristóbal - Capital Federal,U$S,229.000, 114 m² ,114 m²,3,4,5600,4,Frente,,,,,60 años,
"Av.7 Entre 8 Y 10 243, Las Toninas", ,$,1.000, 400 m² ,72 m²,2,,,,,,,1,,,
"Triunvirato 5600, Villa Urquiza,",Triunvirato 5600 Villa Urquiza - Capital Federal,$,19.990, 89 m² ,73 m²,2,3,500,,,,,,,20 años,
"Malvinas 250, Caballito,",Malvinas 250 Caballito - Capital Federal,U$S,189.000, 79 m² ,75 m²,2,3,4850,5,Frente,,,,,50 años,
"Strobel 439, San Bernardo",Strobel 439 San Bernardo - Bs.as. Costa Atlántica,$,1.900, 90 m² ,60 m²,2,4,,1,,,,1,,,
"Avenida Centenario 1600, General Las Heras",Avenida Centenario 1600 General Las Heras - Buenos Aires Interior,$,3.000, 6000 ha ,180 m²,4,6,,,,,,,,40 años,Si
"Catamarca 4040, San Bernardo",Catamarca 4040 San Bernardo - Bs.as. Costa Atlántica,$,1.300, 90 m² ,38 m²,1,2,,,,,,1,,,
"Centenera Al 400, Caballito,",Centenera Al 400 Caballito - Capital Federal,U$S,679.000, 156 m² ,119 m²,3,4,,,Frente,,,3,,0 años,
"Ruta 11 Km 380, Costa Esmeralda",Ruta 11 Km 380 Costa Esmeralda - Bs.as. Costa Atlántica,$,200.000, 420 m² ,420 m²,4,,,,,,,2,,,Si
"Goyena 1600, Caballito,",Goyena 1600 Caballito - Capital Federal,U$S,475.000, 172 m² ,100 m²,2,3,8500,14,Frente,,,2,,20 años,
"Calle 116 260, Villa Gesell",Calle 116 260 Villa Gesell - Bs.as. Costa Atlántica,$,3.000, 800 m² ,120 m²,3,5,,,,,,1,,,
"Alberdi 2024, Flores,",Alberdi 2024 Flores - Capital Federal,U$S,290.000, 149 m² ,138 m²,3,4,3500,9,Frente,,,,,30 años,
"Río Sarmiento 100, Casa Sobre Arroyo 100, Delta, Tigre","Río Sarmiento 100, Casa Sobre Arroyo 100 Delta - Tigre - Bs.as. G.b.a. Norte",$,900, 1600 m² ,22 m²,1,1,,2,,,,,,,
"Calasanz Al 588, Caballito,",Calasanz Al 588 Caballito - Capital Federal,U$S,479.000, 131 m² ,118 m²,3,4,5000,8,Frente,,,1,,19 años,
"Los Quichuas Y Mangore 0, Bosques De Peralta Ramos, Mar Del Plata",Los Quichuas Y Mangore 0 Bosques De Peralta Ramos - Mar Del Plata - Bs.as. Costa Atlántica,$,1.700, 350 m² ,75 m²,1,2,,,,,,1,,,
"Asamblea Al 1200, Parque Chacabuco,",Asamblea Al 1200 Parque Chacabuco - Capital Federal,U$S,209.000, 85 m² ,75 m²,2,3,,9,Frente,,,1,,40 años,
"Asamblea Al 1400, Parque Chacabuco,",Asamblea Al 1400 Parque Chacabuco - Capital Federal,U$S,299.000, 122 m² ,109 m²,3,4,3000,,Frente,,,1,,30 años,
"Castelli 680, Mar De Ajo",Castelli 680 Mar De Ajo - Bs.as. Costa Atlántica,$,1.400, 248 m² ,200 m²,3,5,,,,,,2,,,
"Rio Carapachay 17000, Delta, Tigre",Rio Carapachay 17000 Delta - Tigre - Bs.as. G.b.a. Norte,$,350, 100000 m² ,70 m²,,,,,,,,,,,
"P Goyena Al 1700, Caballito,",P Goyena Al 1700 Caballito - Capital Federal,$,25.000, 74 m² ,65 m²,1,2,7100,1,Frente,,,1,,2 años,Si
"Deportiva 390, Costa Esmeralda", ,$,3.000, 170 m² ,150 m²,3,5,,1,,,,,,,
"San Martin Al 5700, Agronomía,",San Martin Al 5700 Agronomía - Capital Federal,U$S,209.000, 186 m² ,101 m²,1,2,2900,,Contrafrente,,,1,Departamento,38 años,
"Copacabana Y 31 400, Mar Azul",Copacabana Y 31 400 Mar Azul - Bs.as. Costa Atlántica,$,2.600, 112 m² ,112 m²,3,4,,2,,,,1,,,
"San Martin Al 5700, Villa Del Parque,",San Martin Al 5700 Villa Del Parque - Capital Federal,U$S,209.000, 186 m² ,101 m²,1,2,2900,,Contrafrente,,,1,Departamento,38 años,
"Calle 211, Villa Gesell",Calle 211 Villa Gesell - Bs.as. Costa Atlántica,$,2.600, 400 m² ,130 m²,3,4,,,,,,1,,,
"Charlone 200, Chacarita,",Charlone 200 Chacarita - Capital Federal,$,7.000, 12 m² ,12 m²,,,,,,,,,,,
"Avenida 12 603, Miramar",Avenida 12 603 Miramar - Bs.as. Costa Atlántica,$,1.200, 40 m² ,38 m²,1,2,,,Frente,7,,,Departamento,,
"Av Templanza Y Paseo Las Charitas 100, Miramar",Av Templanza Y Paseo Las Charitas 100 Miramar - Bs.as. Costa Atlántica,$,30, 250 m² ,150 m²,4,8,,2,,,,,,,
"De Los Tritones 59, Linea Sur Mar, Pinamar",De Los Tritones 59 Linea Sur Mar - Pinamar - Bs.as. Costa Atlántica,$,900, 32 m² ,29 m²,1,2,,,Frente,3,,,Departamento,,
"Viña Del Mar Entre 37 Y 38 0000, Mar Azul",Viña Del Mar Entre 37 Y 38 0000 Mar Azul - Bs.as. Costa Atlántica,$,100, 400 m² ,45 m²,1,1,,1,,,,1,,,
"Necochea 3450, La Perla, Mar Del Plata",Necochea 3450 La Perla - Mar Del Plata - Bs.as. Costa Atlántica,$,1.100, 47 m² ,47 m²,1,2,,,Lateral,1,,,Departamento,,
"Paseo 114 51, Villa Gesell",Paseo 114 51 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 120 m² ,68 m²,,,,,,,,,,20 años,
"Pelicano 82, Cariló",Pelicano 82 Cariló - Bs.as. Costa Atlántica,$,2.000, 150 m² ,130 m²,3,,,,,,,2,,,
"Yerbal Al 700, Caballito,",Yerbal Al 700 Caballito - Capital Federal,$,11.000, 33 m² ,30 m²,1,2,2550,9,Frente,,10,,Departamento,35 años,
"Paseo Del Flamenco 000, Miramar", ,$,999, 850 m² ,250 m²,2,,,,,,,2,,,
"Patricio Peralta Ramos 2735, Centro, Mar Del Plata",Patricio Peralta Ramos 2735 Centro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.500, 80 m² ,75 m²,3,4,,,,,,1,,,
"Sucre 64, General Rodríguez",Sucre 64 General Rodríguez - Bs.as. G.b.a. Oeste,$,3.000, 1200 ha ,120 m²,2,3,,,,,,,,3 años,Si
"Calle 84 100, Mar Del Tuyú",Calle 84 100 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.300, 84 m² ,70 m²,3,4,,3,,,,2,,,
"Chacabuco 3155, La Perla, Mar Del Plata",Chacabuco 3155 La Perla - Mar Del Plata - Bs.as. Costa Atlántica,$,1.500, 45 m² ,45 m²,1,2,,,Contrafrente,8,,,Departamento,,
"Colombres 3400, El Faro, Mar Del Plata",Colombres 3400 El Faro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.800, 530 m² ,120 m²,3,,,,,,,,,,
"Behring 2500, Villa Urquiza,",Behring 2500 Villa Urquiza - Capital Federal,$,11.900, 72 m² ,36 m²,,1,,,,,,,,,
"Av Mitre 841, Quilmes",Av Mitre 841 Quilmes - Bs.as. G.b.a. Sur,U$S,1.111.111, 1000 m² ,30 m²,,,,,,,,,,,
"Av. Perito Moreno 853, El Fantasio, Villa Carlos Paz",Av. Perito Moreno 853 El Fantasio - Villa Carlos Paz - Córdoba,$,1.149, 1400 m² ,100 m²,2,,,,,,,3,,,Si
"Av San Martin 624, Centro, Villa Carlos Paz",Av San Martin 624 Centro - Villa Carlos Paz - Córdoba,$,1.700, 72.8 m² ,65 m²,1,2,,,Frente,2,,1,Departamento,,Si
"Calle 39 E/ 2 Y 4 100, Miramar",Calle 39 E/ 2 Y 4 100 Miramar - Bs.as. Costa Atlántica,$,1.500, 110 m² ,70 m²,2,3,,,,,,,,,
"Ruta 5 82700, Olivera, Luján",Ruta 5 82700 Olivera - Luján - Buenos Aires Interior,$,1.000, 2 ha ,220 m²,3,,,,,,,,,,
"2 Y 87 4300, Necochea",2 Y 87 4300 Necochea - Bs.as. Costa Atlántica,$,1.500, 130 m² ,120 m²,3,4,,,Frente,2,,2,Semi piso,,Si
"Paseo 112 Y Playa Nº 34, Villa Gesell",Paseo 112 Y Playa Nº 34 Villa Gesell - Bs.as. Costa Atlántica,$,30, 180 m² ,100 m²,3,7,,2,,,,,,,
"San Juan 3224, San Bernardo",San Juan 3224 San Bernardo - Bs.as. Costa Atlántica,$,1.200, 50 m² ,48 m²,1,2,,,Frente,,,,Departamento,,
"Pedro Mendoza 619, Valeria Del Mar",Pedro Mendoza 619 Valeria Del Mar - Bs.as. Costa Atlántica,$,1.700, 600 m² ,100 m²,3,4,,2,,,,2,,,
"Penèlope 4025, Pinamar Chico, Pinamar",Penèlope 4025 Pinamar Chico - Pinamar - Bs.as. Costa Atlántica,$,3.000, 950 m² ,190 m²,3,5,,1,,,,1,,,
"Av. Costanera 4954, La Lucila Del Mar",Av. Costanera 4954 La Lucila Del Mar - Bs.as. Costa Atlántica,$,2.600, 50 m² ,50 m²,1,1,,,Frente,1,,1,Departamento,,
"Avenida Costanera 1250, Las Toninas",Avenida Costanera 1250 Las Toninas - Bs.as. Costa Atlántica,$,10.000, 60 m² ,60 m²,2,3,,,Frente,,,1,,,
"115 640, Villa Gesell",115 640 Villa Gesell - Bs.as. Costa Atlántica,$,350, 480 m² ,50 m²,2,3,,,,,,1,,,
"Los Alamos 50, Chascomús",Los Alamos 50 Chascomús - Buenos Aires Interior,$,300.000, 600 m² ,,,,,,,,,,,,
"30 Entre 44 Y 6 465, San Clemente",30 Entre 44 Y 6 465 San Clemente - Bs.as. Costa Atlántica,$,860, 60 m² ,35 m²,1,3,,,,,,3,,,
"Calle 63, Mar Del Tuyú",Calle 63 Mar Del Tuyú - Bs.as. Costa Atlántica,$,800, 100 m² ,120 m²,3,,,,,,,1,,,
"Av. Costanera 2820, San Bernardo",Av. Costanera 2820 San Bernardo - Bs.as. Costa Atlántica,$,100, 40 m² ,40 m²,1,2,,,Lateral,3,,,Departamento,,
"Hugo 150, Otros Barrios, Mar Del Plata",Hugo 150 Otros Barrios - Mar Del Plata - Bs.as. Costa Atlántica,$,3.500, 1420 m² ,220 m²,2,3,,2,,,,3,,,Si
"Bunge 1695, Centro, Pinamar",Bunge 1695 Centro - Pinamar - Bs.as. Costa Atlántica,$,900, 80 m² ,80 m²,2,3,,,Frente,3,,1,Departamento,,Si
"Mendoza 2829, Valeria Del Mar",Mendoza 2829 Valeria Del Mar - Bs.as. Costa Atlántica,$,500, 180 m² ,240 m²,3,,,,,,,3,,,
"Falucho Y Alem 157, Varese, Mar Del Plata",Falucho Y Alem 157 Varese - Mar Del Plata - Bs.as. Costa Atlántica,$,1.800, 55 m² ,55 m²,1,2,,,Lateral,,,,Departamento,,
"Av Bach 700, Costa Azul, Villa Carlos Paz",Av Bach 700 Costa Azul - Villa Carlos Paz - Córdoba,$,4.000, 900 m² ,160 m²,3,5,,1,,,,4,,,Si
"116 347, Villa Gesell",116 347 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 65 m² ,45 m²,2,3,,,,,,1,,,
"Quebracho 800, San Antonio De Areco",Quebracho 800 San Antonio De Areco - Buenos Aires Interior,$,2.800, 12000 ha ,100 m²,3,4,,,,,,,,0 años,Si
"Calle 445 200, El Faro, Mar Del Plata",Calle 445 200 El Faro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.300, 98 m² ,90 m²,3,4,,,,,,1,,,
"España 1156, Parque Las Naciones, Presidente Perón",España 1156 Parque Las Naciones - Presidente Perón - Bs.as. G.b.a. Sur,$,100, 1000 ha ,300 m²,4,,,,,,,,,,
"Av 1 1483, Villa Gesell",Av 1 1483 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 90 m² ,86 m²,3,4,,,Frente,,,1,Dúplex,,
"Blanco Encalada 258, Mar De Ajo",Blanco Encalada 258 Mar De Ajo - Bs.as. Costa Atlántica,$,800, 400 m² ,40 m²,1,2,,,,,,,,,
"Avenida 23 (mitre) 685, Miramar",Avenida 23 (mitre) 685 Miramar - Bs.as. Costa Atlántica,$,1.000, 30 m² ,30 m²,1,1,,,Frente,12,,,Departamento,,
Terrenos y Lotes en Venta en 24 De Febrero 150,24 De Febrero 150 José C. Paz - Bs.as. G.b.a. Norte,$,60.000,,,,,,,,,,,,,
"Calle 29 Y Punta Del Indio 600, Mar De Las Pampas",Calle 29 Y Punta Del Indio 600 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.000, 85 m² ,85 m²,2,,,,,,,1,,,
"Thames 3095, Punta Mogotes, Mar Del Plata",Thames 3095 Punta Mogotes - Mar Del Plata - Bs.as. Costa Atlántica,$,1.100, 40 m² ,40 m²,1,2,,,,,,1,,,
"30 382, Santa Teresita",30 382 Santa Teresita - Bs.as. Costa Atlántica,$,1.000, 1 m² ,1 m²,2,3,,,,,,4,Departamento,,
Terrenos y Lotes en Venta en Ruta 9 Km 87,Ruta 9 Km 87 Zárate - Buenos Aires Interior,$,708.750,,,,,,,,,,,,,
"Olazabal Al 2700, Belgrano,",Olazabal Al 2700 Belgrano - Capital Federal,$,13.000, 50 m² ,50 m²,1,2,3500,,Lateral,,,,Departamento,0 años,
"Avda.forest 400, Chacarita,",Avda.forest 400 Chacarita - Capital Federal,$,12.000, 35 m² ,35 m²,1,2,1175,8,Contrafrente,,4,,Departamento,25 años,
"Avenida Costanera Norte 3280, San Bernardo",Avenida Costanera Norte 3280 San Bernardo - Bs.as. Costa Atlántica,$,1.750, 35 m² ,32 m²,1,2,,,Frente,2,,1,Departamento,,
"Avenida 2 2439, Villa Gesell",Avenida 2 2439 Villa Gesell - Bs.as. Costa Atlántica,$,2.000, 50 m² ,50 m²,1,2,,,,,,10,,,
"Parquer 83, Valeria Del Mar",Parquer 83 Valeria Del Mar - Bs.as. Costa Atlántica,$,2.200, 120 m² ,80 m²,2,3,,,Frente,7,,1,Departamento,,
"Del Pejerrey 1032 1032, Centro, Pinamar",Del Pejerrey 1032 1032 Centro - Pinamar - Bs.as. Costa Atlántica,$,1.000, 90 m² ,70 m²,3,4,,,Contrafrente,2,,1,Dúplex,,
"Bvar Maritimo 4283, Varese, Mar Del Plata",Bvar Maritimo 4283 Varese - Mar Del Plata - Bs.as. Costa Atlántica,$,56, 75 m² ,75 m²,2,3,,,Frente,1,,,Departamento,,
"Zuviria 95, San Bernardo",Zuviria 95 San Bernardo - Bs.as. Costa Atlántica,$,1.250, 45 m² ,45 m²,1,2,,,Frente,,,,Departamento,,
"Merluza 1021, Zona Duplex, Pinamar",Merluza 1021 Zona Duplex - Pinamar - Bs.as. Costa Atlántica,$,40.000, 100 m² ,90 m²,3,4,,,Frente,2,,1,Departamento,,Si
"Taormina 226, Santa Clara Del Mar",Taormina 226 Santa Clara Del Mar - Bs.as. Costa Atlántica,$,690, 40 m² ,90 m²,1,2,,,Frente,2,,,Loft,,
"San Juan 4060, Costa Azul",San Juan 4060 Costa Azul - Bs.as. Costa Atlántica,$,800, 80 m² ,50 m²,2,3,,,Frente,,,1,Dúplex,,
"Avenida 1 249, Villa Gesell",Avenida 1 249 Villa Gesell - Bs.as. Costa Atlántica,$,1.600, 45 m² ,45 m²,1,2,,,,2,,1,Departamento,,Si
Departamentos en Venta en Avenida Del Barco Centenera 1502,Avenida Del Barco Centenera 1502 Parque Chacabuco - Capital Federal,U$S,150.000,,,,,,2,,,4,,,,
Departamentos en Venta en Padilla 979,Padilla 979 Villa Crespo - Capital Federal,U$S,37.435,,,,,,14,,,4,1,,,Si
Departamentos en Venta en Miralla 1050,Miralla 1050 Mataderos - Capital Federal,U$S,85.000,,,,,,,,,,,,,
Departamentos en Venta en Av.rivadavia 7159,Av.rivadavia 7159 Flores - Capital Federal,$,3.372.180,,,,,,,,,,,,,
Departamentos en Venta en San José De Calasanz 839,San José De Calasanz 839 Parque Chacabuco - Capital Federal,U$S,270.000,,,,,,9,,,2,14,,,
Departamentos en Venta en Eduardo Acevedo 540,Eduardo Acevedo 540 Villa Crespo - Capital Federal,U$S,274.500,,,,,,9,,,2,13,,,
Terrenos y Lotes en Venta en El Jilguero Y Ruta 5 1700-1798,El Jilguero Y Ruta 5 1700-1798 San Antonio - Luján - Buenos Aires Interior,U$S,42.000,,,,,,,,,,,,,
Departamentos en Venta en Gualeguaychú 3531,Gualeguaychú 3531 Villa Devoto - Capital Federal,U$S,439.200,,,,,,7,,,2,1,,,
Departamentos en Venta en Baradero 128,Baradero 128 Floresta - Capital Federal,U$S,69.000,,,,,,8,,,3,10,,,
Departamentos en Venta en Avenida Chiclana 3230,Avenida Chiclana 3230 Parque Patricios - Capital Federal,U$S,81.700,,,,,,2,,,15,30,,,Si
Terrenos y Lotes en Venta en Mariano Acosta Mariano Acosta Y...,Mariano Acosta Mariano Acosta Y Los Platanos La Lonja - Pilar - Bs.as. G.b.a. Norte,U$S,32.000,,,,,,,,,,,,,
Departamentos en Venta en Carlos Calvo 2159,Carlos Calvo 2159 San Cristóbal - Capital Federal,U$S,96.500,,,,,,7,,,6,1,,,
Departamentos en Venta en Miralla 825,Miralla 825 Mataderos - Capital Federal,U$S,168.000,,,,,,,,,,,,,
Departamentos en Venta en Rocamora 4566,Rocamora 4566 Villa Crespo - Capital Federal,$,8.373.200,,,,,,8,,,2,,,,
Departamentos en Venta en Avenida Del Barco Centenera 538,Avenida Del Barco Centenera 538 Caballito - Capital Federal,U$S,144.000,,,,,,14,,,7,1,,,
Departamentos en Venta en Gral. Hornos 1460,Gral. Hornos 1460 Villa Bosch - Tres De Febrero - Bs.as. G.b.a. Oeste,U$S,75.008,,,,,,7,,,4,17,,,
Departamentos en Venta en San Blas 1647,San Blas 1647 Villa Gral. Mitre - Capital Federal,$,3.048.700,,,,,,11,,,,,,,
Departamentos en Venta en Hortiguera 586,Hortiguera 586 Caballito - Capital Federal,U$S,134.000,,,,,,6,,,2,7,,,
Casas en Venta en R. Caamaño 0,R. Caamaño 0 Haras Del Pilar - Pilar - Bs.as. G.b.a. Norte,U$S,310.000,,,,,,,,,,,,,Si
"General Madariaga 1000, Pinamar",General Madariaga 1000 Pinamar - Bs.as. Costa Atlántica,U$S,950.000,,,,,,,,,,,,,
Departamentos en Venta en Thompson 654,Thompson 654 Caballito - Capital Federal,U$S,160.000,,,,,,9,,,2,4,,,
Departamentos en Venta en Avenida Pedro Goyena 1618,Avenida Pedro Goyena 1618 Caballito - Capital Federal,U$S,188.700,,,,,,12,,,3,2,,,
